person_id,person_name,election_id,ballot_paper_id,election_date,election_current,party_name,party_id,post_label,cancelled_poll,seats_contested,homepage_url
113043,Kate Sergeant,local.kent.2025-05-01,local.kent.tunbridge-wells-east.2025-05-01,2025-05-01,t,Green Party,PP63,Tunbridge Wells East,f,1,https://tunbridgewells.greenparty.org.uk/
64536,Neil Stephen Baker,local.kent.2025-05-01,local.kent.whitstable-east-herne-bay-west.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Whitstable East & Herne Bay West,f,1,https://neilbaker.org.uk/
76859,Shahed Mahmood,local.lancashire.2025-05-01,local.lancashire.accrington-north.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Accrington North,f,1,https://www.hyndburnconservatives.co.uk/
1913,Graham Jones,local.lancashire.2025-05-01,local.lancashire.accrington-south.2025-05-01,2025-05-01,t,Labour Party,PP53,Accrington South,f,1,http://hhgrahamjones.blogspot.co.uk/
76738,Mohammed Younis,local.lancashire.2025-05-01,local.lancashire.accrington-west-oswaldtwistle-central.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Accrington West & Oswaldtwistle Central,f,1,https://www.hyndburnconservatives.co.uk/
121022,Maheen Kamran,local.lancashire.2025-05-01,local.lancashire.burnley-central-east.2025-05-01,2025-05-01,t,Independent,ynmp-party:2,Burnley Central East,f,1,https://www.maheenkamran.co.uk
26818,Gareth Dowling,local.lancashire.2025-05-01,local.lancashire.burscough-rufford.2025-05-01,2025-05-01,t,Labour and Co-operative Party,joint-party:53-119,Burscough & Rufford,f,1,http://www.garethdowling.co.uk/
121061,Debbie Brotherton,local.lancashire.2025-05-01,local.lancashire.chorley-central.2025-05-01,2025-05-01,t,Green Party,PP63,Chorley Central,f,1,https://chorley.greenparty.org.uk/
15314,Peter Malpas,local.lancashire.2025-05-01,local.lancashire.chorley-central.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Chorley Central,f,1,https://www.chorleyconservatives.com/ChorleyNW
59899,Mike Graveston,local.lancashire.2025-05-01,local.lancashire.clitheroe.2025-05-01,2025-05-01,t,Labour Party,PP53,Clitheroe,f,1,https://www.ribblevalleylabour.org.uk/news/2021/07/06/summer-by-election-campaign-day/
4337,Jed Sullivan,local.lancashire.2025-05-01,local.lancashire.fylde-south.2025-05-01,2025-05-01,t,Labour Party,PP53,Fylde South,f,1,http://www.fyldelabour.org/
74715,Carole Anne Haythornthwaite,local.lancashire.2025-05-01,local.lancashire.great-harwood-rishton-clayton-le-moors.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,"Great Harwood, Rishton & Clayton-le-Moors",f,2,https://www.hyndburnconservatives.co.uk/
986,Gina Dowding,local.lancashire.2025-05-01,local.lancashire.lancaster-central.2025-05-01,2025-05-01,t,Green Party,PP63,Lancaster Central,f,1,https://ginadowding.org.uk/
110459,Bob Bauld,local.lancashire.2025-05-01,local.lancashire.mid-rossendale.2025-05-01,2025-05-01,t,Green Party,PP63,Mid-Rossendale,f,1,https://rossendale.greenparty.org.uk/our-mp-candidate/
67247,Paul Bernard Hart,local.lancashire.2025-05-01,local.lancashire.morecambe-central.2025-05-01,2025-05-01,t,Liberal Democrats,PP90,Morecambe Central,f,1,https://paulhart.mycouncillor.org.uk/
26938,Peter Britcliffe,local.lancashire.2025-05-01,local.lancashire.oswaldtwistle.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Oswaldtwistle,f,1,https://www.hyndburnconservatives.co.uk/
37802,Victoria Fletcher,local.lancashire.2025-05-01,local.lancashire.pendle-rural.2025-05-01,2025-05-01,t,Reform UK,PP7931,Pendle Rural,f,2,https://www.vote4victoria.org.uk/
7793,Andy Pratt,local.lancashire.2025-05-01,local.lancashire.preston-south-east.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Preston South East,f,1,http://www.andrewpratt.org.uk/
79678,Rebecca Pawley,local.leicestershire.2025-05-01,local.leicestershire.coalville-north.2025-05-01,2025-05-01,t,Labour and Co-operative Party,joint-party:53-119,Coalville North,f,1,https://www.rebeccapawley.co.uk
78993,Carissma Griffiths,local.leicestershire.2025-05-01,local.leicestershire.coalville-south.2025-05-01,2025-05-01,t,Labour Party,PP53,Coalville South,f,1,https://midbuckinghamshire.laboursites.org
1969,Michael Wyatt,local.leicestershire.2025-05-01,local.leicestershire.coalville-south.2025-05-01,2025-05-01,t,Liberal Democrats,PP90,Coalville South,f,1,https://michaelwyatt.mycouncillor.org.uk/
23375,Jewel Miah,local.leicestershire.2025-05-01,local.leicestershire.loughborough-east.2025-05-01,2025-05-01,t,Labour and Co-operative Party,joint-party:53-119,Loughborough East,f,1,http://www.jewelmiah.co.uk/
23430,Max Hunt,local.leicestershire.2025-05-01,local.leicestershire.loughborough-north-west.2025-05-01,2025-05-01,t,Labour and Co-operative Party,joint-party:53-119,Loughborough North West,f,1,http://www.garendon.freeuk.com
23446,David Robert Frank Walker,local.leicestershire.2025-05-01,local.leicestershire.loughborough-south-west.2025-05-01,2025-05-01,t,Liberal Democrats,PP90,Loughborough South West,f,1,http://davidwalker.mycouncillor.org.uk/
51908,Carl Cheswick Benfield,local.leicestershire.2025-05-01,local.leicestershire.valley.2025-05-01,2025-05-01,t,Green Party,PP63,Valley,f,1,https://loughborough.greenparty.org.uk/
117477,Siobhan Dillon,local.leicestershire.2025-05-01,local.leicestershire.valley.2025-05-01,2025-05-01,t,Independent,ynmp-party:2,Valley,f,1,http://siobhandillon.net/
25473,Vicky Pearson,local.lincolnshire.2025-05-01,local.lincolnshire.bardney-cherry-willingham.2025-05-01,2025-05-01,t,Liberal Democrats,PP90,Bardney & Cherry Willingham,f,1,http://vickypearson-greenparty.co.uk/?
163,Marianne Jane Overton,local.lincolnshire.2025-05-01,local.lincolnshire.bassingham-welbourn.2025-05-01,2025-05-01,t,Lincolnshire Independents Lincolnshire First,PP733,Bassingham & Welbourn,f,1,https://www.lincolnshireindependents.org.uk/index.php/marianne-overton-2/
29140,Sue Woolley,local.lincolnshire.2025-05-01,local.lincolnshire.bourne-north-and-morton.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Bourne North and Morton,f,1,https://lincolnshire.moderngov.co.uk/mgUserInfo.aspx?UID=83
95411,John Ireland,local.lincolnshire.2025-05-01,local.lincolnshire.bourne-south-and-thurlby.2025-05-01,2025-05-01,t,Liberal Democrats,PP90,Bourne South and Thurlby,f,1,https://rsllibdems.org.uk/en/
95457,Tony Vaughan,local.lincolnshire.2025-05-01,local.lincolnshire.deepings-east.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Deepings East,f,1,https://tonyvaughan.co.uk/
907,Ashley John Baxter,local.lincolnshire.2025-05-01,local.lincolnshire.deepings-west-and-rural.2025-05-01,2025-05-01,t,Independent,ynmp-party:2,Deepings West and Rural,f,1,https://www.DeepingDo.com
118498,Richard Burtroid,local.lincolnshire.2025-05-01,local.lincolnshire.gainsborough-rural-south.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Gainsborough Rural South,f,1,https://www.gainsboroughconservatives.org.uk/lincolnshire-county-council-elections-2025
29158,Mark Anthony Whittington,local.lincolnshire.2025-05-01,local.lincolnshire.grantham-barrowby.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Grantham Barrowby,f,1,https://cllrmarkwhittington.co.uk/
95861,David Aaron Burling,local.lincolnshire.2025-05-01,local.lincolnshire.grantham-east.2025-05-01,2025-05-01,t,Labour Party,PP53,Grantham East,f,1,https://www.granthamandstamfordlabourparty.org.uk/harrowby/
29278,Richard Graham Davies,local.lincolnshire.2025-05-01,local.lincolnshire.grantham-west.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Grantham West,f,1,https://www.votedavies.co.uk
25651,Ros Jackson,local.lincolnshire.2025-05-01,local.lincolnshire.louth-south.2025-05-01,2025-05-01,t,Labour Party,PP53,Louth South,f,1,https://louthandhorncastlelabour.org.uk/
67222,Ian Carrington,local.lincolnshire.2025-05-01,local.lincolnshire.potterhanworth-coleby.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Potterhanworth & Coleby,f,1,http://www.iancarrington.com/
65917,David James Ernest Hall,local.lincolnshire.2025-05-01,local.lincolnshire.skegness-south.2025-05-01,2025-05-01,t,Labour Party,PP53,Skegness South,f,1,https://louthandhorncastlelabour.org.uk/elections-2019/e-l-d-c/david-hall-for-north-holme-ward-louth/
63223,Neil Taylor,local.lincolnshire.2025-05-01,local.lincolnshire.spalding-west.2025-05-01,2025-05-01,t,Liberal Democrats,PP90,Spalding West,f,1,https://gainsboroughlibdems.org.uk/en/article/2021/1402619/our-candidate-for-welton-rural-neil-taylor
49763,Kelham Harry Cooke,local.lincolnshire.2025-05-01,local.lincolnshire.stamford-east.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Stamford East,f,1,https://www.kelhamcooke.com/
5555,Ross David Pepper,local.lincolnshire.2025-05-01,local.lincolnshire.woodhall-spa-wragby.2025-05-01,2025-05-01,t,Liberal Democrats,PP90,Woodhall Spa & Wragby,f,1,http://louthandhorncastlelibdems.org.uk/
51324,Terry Edwards,local.mid-devon.2025-05-01,local.mid-devon.clare-shuttern.by.2025-05-01,2025-05-01,t,Labour Party,PP53,Clare & Shuttern,f,1,https://devon.laboursites.org/terry-edwards/
120816,David Donoghue,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.avondale-grange.2025-05-01,2025-05-01,t,Green Party,PP63,Avondale Grange,f,1,https://www.ketteringgreenparty.org
120820,Gemma Harvey,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.barton-seagrave-burton-latimer.2025-05-01,2025-05-01,t,Green Party,PP63,Barton Seagrave & Burton Latimer,f,3,https://www.ketteringgreenparty.org
120822,Maja Raczkowska,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.barton-seagrave-burton-latimer.2025-05-01,2025-05-01,t,Green Party,PP63,Barton Seagrave & Burton Latimer,f,3,https://www.ketteringgreenparty.org
80484,Adrian Watts,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.barton-seagrave-burton-latimer.2025-05-01,2025-05-01,t,Green Party,PP63,Barton Seagrave & Burton Latimer,f,3,https://www.ketteringgreenparty.org/
119139,Faris Ayoub,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.brickhill-queensway.2025-05-01,2025-05-01,t,Green Party,PP63,Brickhill & Queensway,f,3,https://northants.greenparty.org.uk/
78903,Sylvia Erskine,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.brickhill-queensway.2025-05-01,2025-05-01,t,Labour Party,PP53,Brickhill & Queensway,f,3,www.facebook.com/WellingboroCLP
120149,Neil Fedorowycz,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.brickhill-queensway.2025-05-01,2025-05-01,t,Green Party,PP63,Brickhill & Queensway,f,3,https://northants.greenparty.org.uk/
120148,Mark Hanna,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.brickhill-queensway.2025-05-01,2025-05-01,t,Green Party,PP63,Brickhill & Queensway,f,3,https://northants.greenparty.org.uk/
120827,Norman Bristow,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.corby-west.2025-05-01,2025-05-01,t,Green Party,PP63,Corby West,f,3,https://northants.greenparty.org.uk/
120832,Sara Mayer,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.corby-west.2025-05-01,2025-05-01,t,Green Party,PP63,Corby West,f,3,https://northants.greenparty.org.uk/
120833,Michelle Slater,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.corby-west.2025-05-01,2025-05-01,t,Green Party,PP63,Corby West,f,3,https://northants.greenparty.org.uk/
96024,Paul Mannion,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.croyland-swanspool.2025-05-01,2025-05-01,t,Green Party,PP63,Croyland & Swanspool,f,2,https://northants.greenparty.org.uk/
120150,Holly Moultrie,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.croyland-swanspool.2025-05-01,2025-05-01,t,Green Party,PP63,Croyland & Swanspool,f,2,https://northants.greenparty.org.uk/
120842,Tom Dark,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.desborough.2025-05-01,2025-05-01,t,Green Party,PP63,Desborough,f,3,https://www.ketteringgreenparty.org
120157,Allanah Colson,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.earls-barton.2025-05-01,2025-05-01,t,Green Party,PP63,Earls Barton,f,2,https://northants.greenparty.org.uk/
120161,Pamula Furness,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.earls-barton.2025-05-01,2025-05-01,t,Green Party,PP63,Earls Barton,f,2,https://northants.greenparty.org.uk/
120167,Sue Venables,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.finedon.2025-05-01,2025-05-01,t,Green Party,PP63,Finedon,f,1,https://northants.greenparty.org.uk/
78738,Andy Byatt,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.geddington-stanion.2025-05-01,2025-05-01,t,Green Party,PP63,Geddington & Stanion,f,1,https://www.ketteringgreenparty.org/
120862,Paul Hopkins,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.gretton-weldon.2025-05-01,2025-05-01,t,Green Party,PP63,Gretton & Weldon,f,2,https://northants.greenparty.org.uk/
80375,Marnie Fedorowycz,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.hatton-park.2025-05-01,2025-05-01,t,Green Party,PP63,Hatton Park,f,3,https://northants.greenparty.org.uk/
120154,Ric Hyde,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.hatton-park.2025-05-01,2025-05-01,t,Green Party,PP63,Hatton Park,f,3,https://northants.greenparty.org.uk/
119006,Duncan John McIntyre,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.hatton-park.2025-05-01,2025-05-01,t,Green Party,PP63,Hatton Park,f,3,https://northants.greenparty.org.uk/
120168,Tara Allston,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.higham-ferrers.2025-05-01,2025-05-01,t,Green Party,PP63,Higham Ferrers,f,2,https://northants.greenparty.org.uk/
119145,Gerald Kelly,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.higham-ferrers.2025-05-01,2025-05-01,t,Green Party,PP63,Higham Ferrers,f,2,https://northants.greenparty.org.uk/
71851,Diane Boyd,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.irchester.2025-05-01,2025-05-01,t,Labour Party,PP53,Irchester,f,3,https://northeastcambs.laboursites.org/
120169,Emma Byatt,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.irchester.2025-05-01,2025-05-01,t,Green Party,PP63,Irchester,f,3,https://northants.greenparty.org.uk/
120170,Roy Duckles,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.irchester.2025-05-01,2025-05-01,t,Green Party,PP63,Irchester,f,3,https://northants.greenparty.org.uk/
119143,Kezzabelle Ambler,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.irthlingborough.2025-05-01,2025-05-01,t,Green Party,PP63,Irthlingborough,f,2,https://northants.greenparty.org.uk/
120172,Francis Robinson,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.irthlingborough.2025-05-01,2025-05-01,t,Green Party,PP63,Irthlingborough,f,2,https://northants.greenparty.org.uk/
80740,Ryan James White,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.ise.2025-05-01,2025-05-01,t,Liberal Democrats,PP90,Ise,f,2,https://www.northnorthantslibdems.org.uk/
120890,Ben Williams,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.ise.2025-05-01,2025-05-01,t,Green Party,PP63,Ise,f,2,https://www.ketteringgreenparty.org
120895,Liane Robinson,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.kettering-central.2025-05-01,2025-05-01,t,Green Party,PP63,Kettering Central,f,2,https://www.ketteringgreenparty.org/
120896,James Towns,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.kettering-central.2025-05-01,2025-05-01,t,Green Party,PP63,Kettering Central,f,2,https://www.ketteringgreenparty.org/
5815,Derek Hilling,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.kettering-north.2025-05-01,2025-05-01,t,Independent,ynmp-party:2,Kettering North,f,2,https://historiesofengland.co.uk
120908,Stevie Jones,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.kingswood.2025-05-01,2025-05-01,t,Green Party,PP63,Kingswood,f,3,https://northants.greenparty.org.uk/
120909,Douglas Mayer,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.kingswood.2025-05-01,2025-05-01,t,Green Party,PP63,Kingswood,f,3,https://northants.greenparty.org.uk/
120911,Vivien Towns,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.kingswood.2025-05-01,2025-05-01,t,Green Party,PP63,Kingswood,f,3,https://northants.greenparty.org.uk/
120917,Sara Elisabeth Cosgrove,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.lloyds-corby-village.2025-05-01,2025-05-01,t,Green Party,PP63,Lloyds & Corby Village,f,2,https://northants.greenparty.org.uk/
120920,Sian Owens,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.lloyds-corby-village.2025-05-01,2025-05-01,t,Green Party,PP63,Lloyds & Corby Village,f,2,https://northants.greenparty.org.uk/
120924,Andrew James Gale,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.oakley.2025-05-01,2025-05-01,t,Green Party,PP63,Oakley,f,3,https://northants.greenparty.org.uk/
120929,Peter Towns,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.oakley.2025-05-01,2025-05-01,t,Green Party,PP63,Oakley,f,3,https://northants.greenparty.org.uk/
120930,Jenny Weightman,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.oakley.2025-05-01,2025-05-01,t,Green Party,PP63,Oakley,f,3,https://northants.greenparty.org.uk/
120938,Campbell McCallum,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.oundle.2025-05-01,2025-05-01,t,Green Party,PP63,Oundle,f,3,https://northants.greenparty.org.uk/
80406,Julia Thorley,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.oundle.2025-05-01,2025-05-01,t,Green Party,PP63,Oundle,f,3,https://northants.greenparty.org.uk/
120941,Sarah Welsh,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.oundle.2025-05-01,2025-05-01,t,Green Party,PP63,Oundle,f,3,https://northants.greenparty.org.uk/
119146,Karen Seers,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.pemberton.2025-05-01,2025-05-01,t,Green Party,PP63,Pemberton,f,2,https://northants.greenparty.org.uk/
120173,JC Winton,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.pemberton.2025-05-01,2025-05-01,t,Green Party,PP63,Pemberton,f,2,https://northants.greenparty.org.uk/
120180,Zoltan Ray,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.raunds.2025-05-01,2025-05-01,t,Green Party,PP63,Raunds,f,3,https://northants.greenparty.org.uk
120178,Lily Stevenson,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.raunds.2025-05-01,2025-05-01,t,Green Party,PP63,Raunds,f,3,https://northants.greenparty.org.uk/
80500,Sarah Tubbs,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.raunds.2025-05-01,2025-05-01,t,Green Party,PP63,Raunds,f,3,https://northants.greenparty.org.uk/
120963,Alan Heath,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.rothwell-mawsley.2025-05-01,2025-05-01,t,Green Party,PP63,Rothwell & Mawsley,f,3,https://www.ketteringgreenparty.org/
120967,Olivia Miller,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.rothwell-mawsley.2025-05-01,2025-05-01,t,Green Party,PP63,Rothwell & Mawsley,f,3,https://www.ketteringgreenparty.org/
120969,Clive Thorley,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.rothwell-mawsley.2025-05-01,2025-05-01,t,Green Party,PP63,Rothwell & Mawsley,f,3,https://www.ketteringgreenparty.org/
119147,Mar Mannion,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.rushden-lakes.2025-05-01,2025-05-01,t,Green Party,PP63,Rushden Lakes,f,2,https://northants.greenparty.org.uk/
120188,Lux Williams,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.rushden-lakes.2025-05-01,2025-05-01,t,Green Party,PP63,Rushden Lakes,f,2,https://northants.greenparty.org.uk/
119148,Simon Colson,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.rushden-south.2025-05-01,2025-05-01,t,Green Party,PP63,Rushden South,f,2,https://northants.greenparty.org.uk/
120988,Steve Geary,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.st-peter.2025-05-01,2025-05-01,t,Green Party,PP63,St Peter,f,1,https://www.ketteringgreenparty.org/
120999,Michael Mellors,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.thrapston.2025-05-01,2025-05-01,t,Green Party,PP63,Thrapston,f,3,https://northants.greenparty.org.uk/
31980,Caroline Smith,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.thrapston.2025-05-01,2025-05-01,t,Green Party,PP63,Thrapston,f,3,https://www.ketteringgreenparty.org/
120156,Adam Cann,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.victoria.2025-05-01,2025-05-01,t,Green Party,PP63,Victoria,f,2,https://northants.greenparty.org.uk/
119142,William Pedley,local.north-northamptonshire.2025-05-01,local.north-northamptonshire.victoria.2025-05-01,2025-05-01,t,Green Party,PP63,Victoria,f,2,https://northants.greenparty.org.uk/
27177,Thomas Stewart,local.northumberland.2025-05-01,local.northumberland.berwick-north.2025-05-01,2025-05-01,t,Green Party,PP63,Berwick North,f,1,https://berwick.greenparty.org.uk/
72219,Mark Peart,local.northumberland.2025-05-01,local.northumberland.croft.2025-05-01,2025-05-01,t,Reform UK,PP7931,Croft,f,1,https://brexitblyth.co.uk/
189,Anne-Marie Belinda Trevelyan,local.northumberland.2025-05-01,local.northumberland.druridge-bay.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Druridge Bay,f,1,https://www.teamtrevelyan.co.uk/
121071,Adam Jon Howells,local.northumberland.2025-05-01,local.northumberland.haltwhistle.2025-05-01,2025-05-01,t,Reform UK,PP7931,Haltwhistle,f,1,https://www.adamhowellsreform.uk
5536,Simon Kitchen,local.northumberland.2025-05-01,local.northumberland.hexham-east.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Hexham East,f,1,http://www.simonkitchen.org.uk/
5612,Greg Alexander Munro,local.northumberland.2025-05-01,local.northumberland.humshaugh.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Humshaugh,f,1,http://www.gregmunro.org.uk/
6194,Lee Christopher Williscroft--Ferris,local.northumberland.2025-05-01,local.northumberland.humshaugh.2025-05-01,2025-05-01,t,Animal Welfare Party,PP616,Humshaugh,f,1,https://www.animalwelfareparty.org/current-elections
118869,Martin Williams,local.northumberland.2025-05-01,local.northumberland.seghill-with-seaton-delaval.2025-05-01,2025-05-01,t,Green Party,PP63,Seghill with Seaton Delaval,f,1,https://northumberland.greenparty.org.uk/
109080,Ros Munro,local.northumberland.2025-05-01,local.northumberland.stocksfield-bywell.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Stocksfield & Bywell,f,1,https://www.rosmunro.uk/
3232,Jason Zadrozny,local.nottinghamshire.2025-05-01,local.nottinghamshire.ashfields.2025-05-01,2025-05-01,t,Ashfield Independents,PP3902,Ashfields,f,1,https://www.jasonz.org/
24828,James Alan Harvey,local.nottinghamshire.2025-05-01,local.nottinghamshire.hucknall-south.2025-05-01,2025-05-01,t,Liberal Democrats,PP90,Hucknall South,f,1,http://www.hucknalllibdems.org.uk
24947,Jason Richard Billin,local.nottinghamshire.2025-05-01,local.nottinghamshire.leake-ruddington.2025-05-01,2025-05-01,t,Independent,ynmp-party:2,Leake & Ruddington,f,2,https://jasonbillin4rushcliffe.org.uk/
55622,Barry Answer,local.nottinghamshire.2025-05-01,local.nottinghamshire.mansfield-west.2025-05-01,2025-05-01,t,Reform UK,PP7931,Mansfield West,f,2,https://www.your-councillor.com/abbott-ward/
63668,Marcus Thomas Jones,local.nottinghamshire.2025-05-01,local.nottinghamshire.ollerton.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Ollerton,f,1,https://www.marcustjones.co.uk
4476,Leon Maurice Duveen,local.nottinghamshire.2025-05-01,local.nottinghamshire.worksop-east.2025-05-01,2025-05-01,t,Liberal Democrats,PP90,Worksop East,f,1,https://www.bassetlawlibdems.org.uk/
34905,Nigel Turner,local.nottinghamshire.2025-05-01,local.nottinghamshire.worksop-south.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Worksop South,f,1,http://www.bassetlaw.online/
8788,Tony Brett,local.oxfordshire.2025-05-01,local.oxfordshire.bartlemas.2025-05-01,2025-05-01,t,Liberal Democrats,PP90,Bartlemas,f,1,http://oxonlibdems.uk
77470,Pete Longman,local.oxfordshire.2025-05-01,local.oxfordshire.benson-crowmarsh.2025-05-01,2025-05-01,t,Reform UK,PP7931,Benson & Crowmarsh,f,1,https://www.reformparty.uk/
122166,George-Aurelian Popeseu,local.oxfordshire.2025-05-01,local.oxfordshire.bicester-west.2025-05-01,2025-05-01,t,Reform UK,PP7931,Bicester West,f,1,https://www.reformukbaw.org/where-to-vote-for-your-candidate#bicwest
122193,Nick Breakspear,local.oxfordshire.2025-05-01,local.oxfordshire.chalgrove-thame-west.2025-05-01,2025-05-01,t,Green Party,PP63,Chalgrove & Thame West,f,1,https://oxonsouthandvale.greenparty.org.uk/elections-2025/
122231,Helena Jayne Nunan,local.oxfordshire.2025-05-01,local.oxfordshire.cholsey-the-hagbournes.2025-05-01,2025-05-01,t,Green Party,PP63,Cholsey & The Hagbournes,f,1,https://oxonsouthandvale.greenparty.org.uk/elections-2025/
75900,Duncan Watts,local.oxfordshire.2025-05-01,local.oxfordshire.churchill-lye-valley.2025-05-01,2025-05-01,t,Green Party,PP63,Churchill & Lye Valley,f,1,https://www.greenoxfordshire.com/duncan_watts
104936,Adam Matthew Grindey,local.oxfordshire.2025-05-01,local.oxfordshire.didcot-ladygrove.2025-05-01,2025-05-01,t,Green Party,PP63,Didcot Ladygrove,f,1,https://oxonsouthandvale.greenparty.org.uk/elections-2025/
24346,Denise Ann Macdonald,local.oxfordshire.2025-05-01,local.oxfordshire.didcot-ladygrove.2025-05-01,2025-05-01,t,Labour and Co-operative Party,joint-party:53-119,Didcot Ladygrove,f,1,https://www.didcotandwantagelabour.org/
53718,Mocky Khan,local.oxfordshire.2025-05-01,local.oxfordshire.didcot-south.2025-05-01,2025-05-01,t,Labour and Co-operative Party,joint-party:53-119,Didcot South,f,1,https://www.didcotandwantagelabour.org
23634,Peter James Sims,local.oxfordshire.2025-05-01,local.oxfordshire.didcot-south.2025-05-01,2025-05-01,t,Green Party,PP63,Didcot South,f,1,https://oxonsouthandvale.greenparty.org.uk/
122233,Carys Morris,local.oxfordshire.2025-05-01,local.oxfordshire.didcot-west.2025-05-01,2025-05-01,t,Green Party,PP63,Didcot West,f,1,https://oxonsouthandvale.greenparty.org.uk/
75949,Michel Arthur Grandjean,local.oxfordshire.2025-05-01,local.oxfordshire.drayton-sutton-courtenay-steventon.2025-05-01,2025-05-01,t,Green Party,PP63,"Drayton, Sutton Courtenay & Steventon",f,1,https://oxonsouthandvale.greenparty.org.uk/
20041,Liam Walker,local.oxfordshire.2025-05-01,local.oxfordshire.hanborough-hailey.2025-05-01,2025-05-01,t,Conservative and Unionist Party,PP52,Hanborough & Hailey,f,1,https://www.liam-walker.com/
8837,Roz Smith,local.oxfordshire.2025-05-01,local.oxfordshire.headington-quarry.2025-05-01,2025-05-01,t,Liberal Democrats,PP90,Headington & Quarry,f,1,https://ruthwilkinson.mycouncillor.org.uk/
